anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2009,4.8,14.3,71.6,9.4,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2010,4.8,14.4,72.9,7.9,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2011,4.5,12.8,75,7.7,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2012,3.9,12,75.6,8.6,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2013,4.3,12.7,74.6,8.3,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2014,3.8,13.7,75.1,7.4,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2015,3.1,14.5,75.3,7.2,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2016,3.2,15.9,74.1,6.8,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2017,3.4,16,75.7,4.9,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2018,4.2,12.5,78.5,4.8,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2019,4.2,12.7,77.6,5.6,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Valle d'Aosta / Vallée d'Aoste
2009,5.3,17.4,67.9,9.5,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2010,5.4,17,69.4,8.2,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2011,5,17.2,69.6,8.1,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2012,4.5,16.5,68.9,10.1,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2013,4.6,16.6,69.1,9.8,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2014,4.6,16.4,72.1,6.9,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2015,6.1,17.3,71.1,5.6,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2016,6.9,17.4,69.6,6.1,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2017,5.3,16,74,4.8,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2018,5.6,16.5,73.6,4.3,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2019,5.2,18.3,70.7,5.8,100,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Valle d'Aosta / Vallée d'Aoste
2009,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2010,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2011,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2012,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2013,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2014,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2015,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2016,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2017,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2018,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2019,#,#,#,#,#,g1V30927R09OH201000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Valle d'Aosta / Vallée d'Aoste
2009,5,13.4,74,7.6,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2010,4.6,12.7,75.3,7.4,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2011,5.2,12.5,74.1,8.2,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2012,5.2,11.9,74.4,8.5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2013,3.9,13.2,75.9,7,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2014,4.2,14.8,74.7,6.3,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2015,5.5,14.1,74.3,6,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2016,5.4,12.9,76.3,5.5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2017,4.5,14,76.5,5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2018,4,15.2,75.8,5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2019,4.7,14.6,74.2,6.4,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Liguria
2009,6.1,17.8,69.1,7.1,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2010,5.8,16.8,69.6,7.8,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2011,6.4,15.3,70.7,7.6,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2012,6.7,16.1,68.4,8.7,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2013,6.2,17.4,67.7,8.7,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2014,5.6,17.8,69.4,7.2,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2015,5.9,18.9,69.1,6.1,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2016,6.2,20.4,68.9,4.5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2017,6.3,18.7,70.6,4.4,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2018,6.7,17.5,71.3,4.5,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2019,6.6,18.7,69.2,5.6,100,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Liguria
2009,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2010,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2011,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2012,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2013,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2014,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2015,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2016,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2017,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2018,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2019,#,#,#,#,#,g1V30927R09OH202000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Liguria
2009,3.6,13.3,74.6,8.6,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2010,3.8,12.8,75.3,8.2,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2011,3.5,12.1,76.8,7.7,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2012,3.3,12.7,77.5,6.5,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2013,3.2,13.3,76.3,7.2,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2014,3.5,12.9,76.3,7.4,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2015,3.9,13.3,75.9,7,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2016,3.7,13.9,76.2,6.2,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2017,3.5,13.9,77.1,5.4,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2018,3,15.4,76.8,4.8,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2019,3.4,15.1,77.2,4.3,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Lombardia
2009,5.3,16.2,70.2,8.3,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2010,5.4,16.1,70.2,8.4,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2011,4.7,15.1,71.7,8.4,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2012,5,16,72.6,6.3,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2013,5.2,16,71.9,7,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2014,4.9,16.3,70.8,8.1,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2015,4.4,17,71,7.6,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2016,4.7,17.2,71.9,6.2,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2017,5.1,17.9,71.7,5.3,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2018,4.8,18.1,72.5,4.6,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2019,4.8,17.8,73.1,4.3,100,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Lombardia
2009,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2010,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2011,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2012,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2013,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2014,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2015,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2016,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2017,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2018,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2019,#,#,#,#,#,g1V30927R09OH203000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Lombardia
2009,3.3,14,72.2,10.5,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2010,3.7,12.1,73.2,11,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2011,3.3,12.3,76.2,8.1,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2012,3,13,76.7,7.2,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2013,3.8,12.7,77.7,5.8,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2014,4.6,12.9,77.4,5.2,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2015,3.7,13.6,76.9,5.8,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2016,3.2,13.8,77.3,5.7,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2017,4.3,14.3,75.8,5.6,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2018,4.3,14.8,77.6,3.3,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
2019,4.1,14.7,78.1,3.2,100,g1V30927R09OI200000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,maschi,Trentino Alto Adige / Südtirol
