anno,Limitazioni gravi,Limitazioni non gravi,Senza limitazioni,Non indicato,Totale,file,tavola,pagina,regione
2015,5.7,17,70,7.3,100,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Nazione Italia
2016,5.8,17.3,70.5,6.5,100,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Nazione Italia
2017,6,17.7,70.9,5.4,100,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Nazione Italia
2018,5.9,18.1,71.1,4.9,100,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Nazione Italia
2019,6,17.9,70.9,5.2,100,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,femmine,Nazione Italia
2009,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2010,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2011,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2012,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2013,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2014,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2015,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2016,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2017,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2018,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
2019,#,#,#,#,#,g1V30927R09OG000000000_st,Tavola: a.2 Persone per gravità delle limitazioni nelle attività abitualmente svolte (valori percentuali) per sesso,non indicato,Nazione Italia
